Account_ID,Customer_ID,Open_Date,Currency,Balance,Status,Product_Code
ACCT-92EB60A0,CUST-7560542F,1984-08-20,GBP,492928.83,Active,PRD-426
ACCT-790D06D8,CUST-98C98603,1982-08-26,EUR,80614.82,Suspended,PRD-406
ACCT-5C0A4CD4,CUST-601D893E,2002-11-04,JPY,877160.55,Closed,PRD-864
ACCT-34686F73,CUST-5A0AB581,1980-04-12,USD,927466.19,Suspended,PRD-331
ACCT-7208B759,CUST-50C8241E,1984-05-06,JPY,499910.76,Closed,PRD-353
ACCT-1D1C0D67,CUST-D54B7F54,1999-08-06,USD,715557.46,Closed,PRD-804
ACCT-B3ECABB4,CUST-27978B6B,2001-12-15,JPY,738590.79,Closed,PRD-188
ACCT-4D64A011,CUST-DEB8DC91,1981-08-01,EUR,678998.22,Active,PRD-114
ACCT-3E6DA1B0,CUST-21F98CAC,1990-08-10,GBP,777125.33,Active,PRD-718
ACCT-DD69E448,CUST-495F1038,1993-01-15,JPY,31501.67,Closed,PRD-634
ACCT-97806591,CUST-2E260367,1985-04-09,USD,716171.94,Active,PRD-306
ACCT-9AAB377E,CUST-14A5807D,1986-03-17,EUR,27126.55,Active,PRD-403
ACCT-638B86B2,CUST-90C1E938,1982-02-21,GBP,85938.94,Active,PRD-145
ACCT-BA5E25E4,CUST-D9158DF1,1991-11-11,GBP,942095.34,Active,PRD-637
ACCT-D41F6E9D,CUST-D54B7F54,1989-02-17,JPY,710432.5,Closed,PRD-570
ACCT-C707935C,CUST-C184A2C6,1982-05-23,USD,418961.79,Suspended,PRD-866
ACCT-058ECECA,CUST-8D0FD87C,1984-04-30,GBP,653717.85,Active,PRD-490
ACCT-0E6CD94A,CUST-40270E41,2000-10-28,EUR,988589.59,Closed,PRD-838
ACCT-4EEC1652,CUST-2B4C5186,1998-11-18,USD,667564.05,Suspended,PRD-990
ACCT-EA629641,CUST-62ECEE72,1989-03-04,USD,241120.14,Closed,PRD-916
ACCT-C03BA320,CUST-3C0D4CDF,1984-07-26,GBP,674835.21,Active,PRD-912
ACCT-6F8AC63E,CUST-98912CA3,1997-11-15,USD,818740.74,Closed,PRD-280
ACCT-88E4E1DB,CUST-2E9C3655,1992-11-25,JPY,455540.72,Closed,PRD-492
ACCT-88A482FB,CUST-D56818B2,2000-06-17,USD,233284.4,Suspended,PRD-998
ACCT-78B10235,CUST-7E40B713,1982-12-18,JPY,787758.23,Suspended,PRD-623
ACCT-5E1679F9,CUST-6CBD94A1,1988-10-30,GBP,171708.37,Suspended,PRD-638
ACCT-7B112E11,CUST-A93486F1,1988-08-12,USD,496716.52,Suspended,PRD-210
ACCT-D2F28384,CUST-88EB66A9,1982-04-05,GBP,715633.28,Active,PRD-808
ACCT-03ED89A8,CUST-4A4B6433,1994-10-24,GBP,542366.11,Suspended,PRD-910
ACCT-5791CAA8,CUST-DF88492E,2002-05-31,JPY,856775.45,Closed,PRD-680
ACCT-3DFE79FE,CUST-72707606,1999-02-09,USD,956511.66,Active,PRD-173
ACCT-5556A714,CUST-6EAEB097,1999-05-21,USD,20324.15,Closed,PRD-944
ACCT-47C68FF3,CUST-45FC48D4,1997-04-27,EUR,866538.13,Suspended,PRD-335
ACCT-7B9CDDFB,CUST-1D001DB8,1991-07-17,GBP,525134.3,Closed,PRD-175
ACCT-03CD833F,CUST-06DBB7FB,2005-05-12,JPY,202459.48,Closed,PRD-907
ACCT-787F8DA9,CUST-6EAEB097,2005-08-21,EUR,70017.84,Active,PRD-880
ACCT-271F41CF,CUST-389CF67C,1981-10-29,JPY,512772.1,Suspended,PRD-125
ACCT-7AA57FEC,CUST-14A5807D,1991-03-09,GBP,150176.29,Active,PRD-507
ACCT-F439FA83,CUST-2CDDCE0C,1987-07-27,GBP,634707.82,Suspended,PRD-670
ACCT-A312B274,CUST-D3EB0650,2003-11-11,USD,827599.46,Active,PRD-881
ACCT-69358645,CUST-D2B4174D,1990-09-07,USD,39108.87,Active,PRD-196
ACCT-305AA242,CUST-1D001DB8,1994-09-04,EUR,164204.71,Active,PRD-760
ACCT-DE77565E,CUST-C3066CAF,1986-02-13,USD,180521.69,Closed,PRD-147
ACCT-9BCBA80B,CUST-59FAA4F8,1988-11-16,GBP,439332.79,Suspended,PRD-121
ACCT-B4DEC269,CUST-40B14EB9,2000-10-02,JPY,737992.28,Closed,PRD-314
ACCT-3F43FFE1,CUST-9EFDD421,1987-02-12,USD,480035.53,Active,PRD-336
ACCT-1B27149E,CUST-49E748C8,1983-11-16,JPY,312887.68,Closed,PRD-783
ACCT-05F39679,CUST-E3FD9993,2000-08-21,EUR,809224.62,Active,PRD-139
ACCT-B391FEA8,CUST-219CF1B1,1983-02-09,GBP,867344.23,Suspended,PRD-674
ACCT-7CB32E58,CUST-9D00BACE,1997-12-16,USD,519451.82,Suspended,PRD-454
ACCT-B5F6C96A,CUST-51AAC884,2005-08-08,JPY,914369.18,Active,PRD-742
ACCT-09B64A0D,CUST-3C0D4CDF,1997-03-03,JPY,353758.68,Closed,PRD-770
ACCT-3278386A,CUST-A5D4BC45,2001-05-13,JPY,445227.19,Active,PRD-386
ACCT-D9CB0515,CUST-51AAC884,1995-04-11,GBP,386321.46,Active,PRD-348
ACCT-0ECE5637,CUST-16381D52,2001-04-05,USD,656150.98,Closed,PRD-401
ACCT-EE89BA7F,CUST-96CACD57,1981-05-24,JPY,103056.79,Suspended,PRD-652
ACCT-E377CB32,CUST-40270E41,1989-01-08,EUR,686543.45,Closed,PRD-693
ACCT-EEF0C07D,CUST-4E16F18F,2004-03-03,JPY,937075.9,Closed,PRD-200
ACCT-0E317DF1,CUST-675AB038,1985-02-10,JPY,434625.45,Closed,PRD-383
ACCT-A618E51C,CUST-D34CC0BC,1991-04-07,JPY,212639.32,Active,PRD-796
ACCT-7979F212,CUST-4593A363,2004-04-06,EUR,184320.79,Closed,PRD-814
ACCT-F714635E,CUST-42285B7E,1990-02-19,EUR,594437.66,Closed,PRD-633
ACCT-3DD0573A,CUST-CEAC21AA,1988-10-18,USD,221230.18,Active,PRD-495
ACCT-05EE4186,CUST-83B5DFB2,1992-04-06,GBP,76762.83,Suspended,PRD-869
ACCT-47CC6C3A,CUST-E6834F24,1991-06-09,USD,599383.19,Suspended,PRD-973
ACCT-BE9EAA4E,CUST-025C722D,1988-04-18,USD,12485.76,Suspended,PRD-967
ACCT-F792DA6E,CUST-11259C07,1987-08-01,GBP,774283.27,Closed,PRD-664
ACCT-158F5B57,CUST-4A4B6433,1992-12-30,GBP,465976.36,Closed,PRD-604
ACCT-566F83A0,CUST-832B8F60,1984-10-14,EUR,316188.6,Suspended,PRD-838
ACCT-21B0FF6D,CUST-7C44ECFB,1993-06-28,GBP,383651.73,Closed,PRD-895
ACCT-1DBCF27B,CUST-AE6D5102,1980-09-17,EUR,991927.71,Active,PRD-962
ACCT-F857AD78,CUST-E6834F24,1987-11-23,JPY,853108.09,Suspended,PRD-945
ACCT-1811C7EE,CUST-73043BF5,1983-03-20,EUR,878004.56,Suspended,PRD-894
ACCT-530AF644,CUST-10D1BBFA,1989-06-08,GBP,782678.47,Active,PRD-588
ACCT-D8B6D224,CUST-6CBD94A1,1983-03-27,EUR,2300.35,Suspended,PRD-825
ACCT-9F508757,CUST-A63AD49A,2002-06-25,USD,504477.88,Closed,PRD-142
ACCT-80B585BF,CUST-B575B3BD,1997-10-27,JPY,91279.3,Closed,PRD-312
ACCT-9342391B,CUST-601D893E,1980-12-16,GBP,729686.72,Active,PRD-878
ACCT-75A1D2C2,CUST-B802BA40,1986-01-19,USD,908732.08,Active,PRD-464
ACCT-D29DDD5A,CUST-A183E0ED,2003-09-18,USD,783739.88,Suspended,PRD-633
ACCT-27DB4E5F,CUST-AE6D5102,1988-09-24,JPY,755421.46,Suspended,PRD-715
ACCT-87E64748,CUST-0D7F5E18,2001-12-10,JPY,53135.89,Active,PRD-711
ACCT-67C1C2C8,CUST-4593A363,2004-08-16,EUR,927023.81,Active,PRD-147
ACCT-CC7DBA32,CUST-389CF67C,1991-03-26,JPY,423607.68,Suspended,PRD-869
ACCT-308137CF,CUST-D9158DF1,1992-01-21,EUR,578610.26,Suspended,PRD-789
ACCT-70257CF1,CUST-A63AD49A,1989-05-15,USD,853752.87,Suspended,PRD-772
ACCT-20C877BC,CUST-252CF3AB,2001-08-02,GBP,600997.69,Suspended,PRD-320
ACCT-A8722EB9,CUST-482875A3,1983-04-29,JPY,962330.8,Active,PRD-988
ACCT-92A44323,CUST-7E40B713,1982-06-02,GBP,43056.78,Active,PRD-172
ACCT-A285A56D,CUST-DE48987E,1993-04-22,JPY,295503.96,Active,PRD-884
ACCT-DE933043,CUST-2215D847,1996-11-07,USD,802581.5,Closed,PRD-961
ACCT-EC4B105F,CUST-C9498228,1993-03-25,GBP,755620.84,Suspended,PRD-348
ACCT-BFFC9820,CUST-7E40B713,1984-05-04,EUR,314334.54,Closed,PRD-700
ACCT-654B7904,CUST-06DBB7FB,2003-10-01,JPY,383323.06,Suspended,PRD-639
ACCT-39B5D517,CUST-553D95EB,1987-10-23,USD,884754.08,Suspended,PRD-908
ACCT-797362FE,CUST-19ACA13D,1994-10-31,JPY,566364.12,Suspended,PRD-611
ACCT-8619EDB1,CUST-5CF6DBAD,1980-10-12,JPY,820067.08,Suspended,PRD-226
ACCT-CB52434B,CUST-7314732B,2000-04-10,JPY,667081.06,Closed,PRD-538
ACCT-CE444F1F,CUST-98C98603,1983-02-17,JPY,609066.64,Suspended,PRD-917
ACCT-CC0F8A12,CUST-8C3B2F6C,1988-04-29,GBP,802350.06,Suspended,PRD-998
ACCT-5747D6DB,CUST-14A5807D,1982-06-11,GBP,518466.79,Closed,PRD-274
ACCT-1522A9EE,CUST-5513ADF9,1992-09-09,JPY,308644.02,Closed,PRD-801
ACCT-55D9D121,CUST-19ACA13D,1981-08-26,GBP,820243.33,Closed,PRD-591
ACCT-A003799A,CUST-96737227,1992-10-21,EUR,362328.69,Suspended,PRD-352
ACCT-29631DA2,CUST-E7C432A4,1982-09-02,JPY,12086.28,Closed,PRD-325
ACCT-30162175,CUST-0ADBCCD3,1992-02-13,GBP,416870.81,Suspended,PRD-661
ACCT-5136EC4A,CUST-B53EC967,1994-02-07,USD,342813.14,Closed,PRD-927
ACCT-A791956A,CUST-8D0FD87C,1985-10-23,EUR,951046.4,Active,PRD-734
ACCT-AEA4CB94,CUST-6E243A6C,2005-09-17,JPY,32666.31,Suspended,PRD-810
ACCT-7C9E3728,CUST-C225D205,2003-01-26,JPY,634546.93,Closed,PRD-505
ACCT-A24A5F5F,CUST-5F81189C,2000-12-07,USD,272739.69,Active,PRD-648
ACCT-03F22154,CUST-D38DC5A4,2004-08-27,GBP,866894.26,Suspended,PRD-617
ACCT-6E49D001,CUST-3EFD360E,1996-09-09,GBP,369827.73,Suspended,PRD-242
ACCT-2F555CFE,CUST-2466E7A3,1995-12-18,JPY,558303.5,Closed,PRD-772
ACCT-122A2B34,CUST-77C6E60F,1985-07-02,EUR,722949.67,Suspended,PRD-868
ACCT-87EA8FC1,CUST-FBF42946,1991-03-05,GBP,968384.58,Suspended,PRD-441
ACCT-FE0DC5A6,CUST-4ED2C1A7,2001-10-25,EUR,17267.16,Active,PRD-912
ACCT-36F7A04F,CUST-49130E93,1980-08-30,USD,259190.07,Closed,PRD-703
ACCT-E9F9275B,CUST-8F1ADB64,2000-06-02,USD,375184.09,Suspended,PRD-753
ACCT-A4C7F705,CUST-19ACA13D,2005-06-15,EUR,77293.99,Active,PRD-457
ACCT-97D62150,CUST-8129B8D2,1990-08-31,GBP,557215.08,Closed,PRD-262
ACCT-23BDC527,CUST-653910A0,1980-01-03,GBP,492860.33,Suspended,PRD-187
ACCT-DBFAA7B2,CUST-DF679C42,1997-02-22,USD,228597.94,Closed,PRD-984
ACCT-D5AFAD35,CUST-14A5807D,2004-06-23,EUR,670291.62,Suspended,PRD-102
ACCT-B76C2EF8,CUST-7165802D,2000-03-12,EUR,572270.86,Closed,PRD-653
ACCT-F76A247B,CUST-8EA4F23D,1999-11-18,GBP,207161.81,Suspended,PRD-423
ACCT-ABB28909,CUST-A93486F1,1997-11-16,USD,810473.01,Active,PRD-214
ACCT-0E3464A8,CUST-252CF3AB,1985-05-22,GBP,211157.61,Active,PRD-279
ACCT-62CC00D9,CUST-143C2607,1995-03-27,JPY,373471.27,Active,PRD-933
ACCT-23B4CBD6,CUST-8CA46973,1982-08-17,JPY,310814.52,Suspended,PRD-812
ACCT-7579C137,CUST-E3FD9993,1995-12-27,JPY,297727.23,Closed,PRD-826
ACCT-C7ABB993,CUST-EE8F517A,1986-05-20,EUR,73746.43,Suspended,PRD-852
ACCT-B04D8CFF,CUST-F0555839,1992-02-20,GBP,482538.29,Active,PRD-284
ACCT-9311D736,CUST-ECB1AE14,2003-07-08,JPY,110659.11,Suspended,PRD-101
ACCT-2CD90D17,CUST-B4C3D437,2000-07-10,EUR,307069.23,Suspended,PRD-862
ACCT-D2DF58AB,CUST-5A0AB581,1986-07-22,USD,821558.75,Closed,PRD-613
ACCT-05E458F8,CUST-90C1E938,1994-03-23,GBP,390638.03,Suspended,PRD-834
ACCT-6DC42329,CUST-4A4B6433,1987-09-12,JPY,686761.78,Closed,PRD-453
ACCT-6B935ED4,CUST-2E195829,2003-04-02,GBP,45478.88,Closed,PRD-367
ACCT-047A6AF9,CUST-553D95EB,1988-07-07,USD,269610.33,Suspended,PRD-807
ACCT-B00CC8FA,CUST-67A19F91,1996-08-10,USD,290189.64,Suspended,PRD-152
ACCT-BC96DAF5,CUST-D2B4174D,1992-07-28,USD,390816.57,Suspended,PRD-633
ACCT-513AA463,CUST-27978B6B,2002-04-16,USD,645004.35,Suspended,PRD-286
ACCT-8542207F,CUST-BE666EFB,1986-04-08,USD,617558.56,Closed,PRD-255
ACCT-856F1FB9,CUST-2E260367,1989-12-01,EUR,641685.46,Suspended,PRD-755
ACCT-C46F62E3,CUST-FB44ECBF,1996-09-18,GBP,836800.33,Closed,PRD-235
ACCT-8EE25A80,CUST-72707606,1994-12-17,EUR,102643.2,Closed,PRD-443
ACCT-42EF57F9,CUST-EDFC9576,1980-06-05,JPY,161417.36,Suspended,PRD-530
ACCT-062B7F07,CUST-72707606,1995-11-14,USD,901325.91,Closed,PRD-573
ACCT-6DF3CFA4,CUST-5F916402,2003-06-14,EUR,671884.79,Suspended,PRD-463
ACCT-A2F9D1D8,CUST-5F81189C,1999-12-03,GBP,66323.26,Active,PRD-736
ACCT-CF0ADCA9,CUST-8CA46973,1990-04-07,USD,188187.22,Active,PRD-942
ACCT-19936DC2,CUST-AC81D88E,1997-10-20,JPY,865497.86,Active,PRD-705
ACCT-85B122A4,CUST-6C0162B5,1986-04-30,EUR,267404.83,Suspended,PRD-937
ACCT-88FE0748,CUST-640EF3D4,1997-03-02,EUR,839658.84,Active,PRD-406
ACCT-F393062C,CUST-2E195829,1984-06-22,USD,848343.53,Suspended,PRD-188
ACCT-4CCA96CE,CUST-2B4C5186,1980-01-06,USD,788038.71,Closed,PRD-463
ACCT-C29D005E,CUST-1729A781,1985-10-28,JPY,523995.83,Active,PRD-112
ACCT-A0E80433,CUST-FCDA17F0,1988-10-22,USD,294730.65,Suspended,PRD-500
ACCT-1E1E33CD,CUST-2D575125,1992-11-02,USD,856501.89,Closed,PRD-294
ACCT-914B6C0B,CUST-4C7E56CF,1988-04-14,GBP,166833.19,Suspended,PRD-903
ACCT-D96EBFE9,CUST-34BC2395,1990-06-16,USD,747205.88,Suspended,PRD-188
ACCT-D772E674,CUST-96737227,1994-09-19,USD,97393.78,Closed,PRD-756
ACCT-484E050B,CUST-C113031B,1998-10-13,USD,553733.27,Closed,PRD-273
ACCT-2CECDDA6,CUST-EE5B7F38,2005-12-11,USD,532213.96,Closed,PRD-545
ACCT-D725166E,CUST-BF8ABBEA,1980-06-07,JPY,54009.68,Active,PRD-936
ACCT-41D1E447,CUST-252CF3AB,1991-12-03,USD,323844.24,Suspended,PRD-337
ACCT-2CB30F33,CUST-A0D9E735,1984-08-05,GBP,72733.69,Suspended,PRD-477
ACCT-19A9BE55,CUST-553D95EB,2003-11-23,EUR,206227.91,Active,PRD-572
ACCT-37963DBB,CUST-FBF42946,1981-10-20,USD,603242.24,Suspended,PRD-915
ACCT-9A1CD464,CUST-FE33A5C6,2000-05-02,EUR,592142.49,Suspended,PRD-689
ACCT-6FDD3B43,CUST-A93486F1,1983-09-17,EUR,123528.21,Active,PRD-708
ACCT-8E1E26AB,CUST-A93486F1,2005-11-25,GBP,399256.9,Suspended,PRD-208
ACCT-0BC29B60,CUST-72707606,1987-10-18,USD,356316.08,Active,PRD-709
ACCT-01F69F2E,CUST-2E195829,1996-11-01,USD,918825.76,Active,PRD-710
ACCT-3EB3C2E2,CUST-ACC03C85,1998-08-08,USD,847822.64,Suspended,PRD-160
ACCT-0798C49E,CUST-893B6145,1994-10-12,USD,633846.07,Suspended,PRD-644
ACCT-12D5C891,CUST-FE33A5C6,2005-05-05,JPY,658390.46,Suspended,PRD-912
ACCT-2F75F9EB,CUST-11259C07,1996-07-19,USD,305585.48,Closed,PRD-889
ACCT-1920B2FA,CUST-219CF1B1,1993-04-10,USD,695740.74,Suspended,PRD-649
ACCT-2F477C35,CUST-72707606,1997-03-19,GBP,793638.3,Suspended,PRD-601
ACCT-59B77B58,CUST-219CF1B1,1982-08-19,EUR,624470.99,Closed,PRD-641
ACCT-FF72A53B,CUST-7B7308E8,1990-11-09,JPY,435057.33,Closed,PRD-359
ACCT-37105F9F,CUST-FA37D81C,1992-03-22,JPY,252572.01,Suspended,PRD-472
ACCT-1F3E47F9,CUST-389CF67C,2001-10-24,EUR,230358.96,Closed,PRD-760
ACCT-FFAD053C,CUST-DE48987E,1990-02-19,GBP,37918.56,Suspended,PRD-322
ACCT-A6D8A5FB,CUST-8CA46973,2003-06-08,USD,837768.2,Closed,PRD-582
ACCT-10EDB0A0,CUST-025C722D,1989-05-26,JPY,243787.92,Active,PRD-323
ACCT-39C79CFC,CUST-FB044B2E,1992-03-27,USD,580486.27,Suspended,PRD-585
ACCT-19FDAA33,CUST-482875A3,1986-04-30,EUR,415287.68,Active,PRD-989
ACCT-13803C43,CUST-51AAC884,2001-08-28,JPY,106130.94,Active,PRD-103
ACCT-8E428C71,CUST-27978B6B,1992-11-22,GBP,419330.58,Closed,PRD-810
ACCT-9ED57846,CUST-83B5DFB2,1991-02-02,EUR,847322.75,Active,PRD-326
