Account_ID,Customer_ID,Open_Date,Currency,Balance,Status,Product_Code
ACCT-1F43E0B2,CUST-72A07CE9,2000-08-17,USD,674666.96,Closed,PRD-141
ACCT-99435B32,CUST-451FBA55,1986-09-22,USD,171681.1,Active,PRD-388
ACCT-FDD713D7,CUST-1A01082B,1997-03-19,USD,311180.21,Closed,PRD-973
ACCT-42AEF486,CUST-6573A91E,1997-11-21,USD,277823.97,Suspended,PRD-344
ACCT-53710D55,CUST-69967A65,1992-08-22,USD,944297.66,Active,PRD-667
ACCT-21982338,CUST-2DEF7D62,1994-01-29,EUR,276766.2,Closed,PRD-227
ACCT-83ABA3FF,CUST-D6328EA8,1985-10-13,GBP,673414.69,Active,PRD-625
ACCT-CF220CFA,CUST-3A7FA13B,1993-08-06,GBP,405242.77,Active,PRD-204
ACCT-B8901D52,CUST-FC27108D,1981-07-25,EUR,112536.66,Suspended,PRD-137
ACCT-9ACAA8A7,CUST-009959F8,1984-01-22,JPY,150672.24,Active,PRD-496
ACCT-236F0419,CUST-5D1D6A1A,1983-12-16,GBP,296011.33,Closed,PRD-582
ACCT-02409C79,CUST-8B6C3E07,1990-07-22,EUR,424423.76,Suspended,PRD-853
ACCT-4134B297,CUST-646C2364,1994-11-21,GBP,423724.21,Active,PRD-582
ACCT-96F09E57,CUST-60B16B1E,1980-11-10,EUR,334080.79,Suspended,PRD-672
ACCT-55BC035D,CUST-D8FD639C,1985-04-08,EUR,888287.69,Suspended,PRD-733
ACCT-1803CA02,CUST-3A7FA13B,1983-07-27,GBP,602301.1,Active,PRD-592
ACCT-A0396D27,CUST-6A2372D5,1991-05-17,JPY,854268.82,Suspended,PRD-337
ACCT-1F5BDD05,CUST-5F0A6156,1997-12-15,EUR,217680.62,Active,PRD-629
ACCT-26641DA3,CUST-1ED2EB14,1989-10-14,USD,468268.38,Suspended,PRD-333
ACCT-7F529C63,CUST-FC42E7B9,2002-12-26,GBP,898794.78,Closed,PRD-261
ACCT-BC34F986,CUST-BBAB19C4,1987-01-06,JPY,393412.2,Active,PRD-614
ACCT-79974C4B,CUST-550E9599,1996-12-21,USD,816792.08,Active,PRD-235
ACCT-1886EE91,CUST-F37D3795,1998-12-01,GBP,859460.93,Active,PRD-795
ACCT-AF1A5BD1,CUST-CD08242D,2001-03-12,EUR,449816.47,Closed,PRD-481
ACCT-777945A6,CUST-C48B0E8F,1988-03-02,GBP,158287.87,Suspended,PRD-352
ACCT-3A3EDADD,CUST-7D4CCFD6,1991-08-06,GBP,91061.16,Active,PRD-272
ACCT-6DB29C27,CUST-D545AB71,1999-07-12,EUR,438339.8,Closed,PRD-950
ACCT-632F9972,CUST-BBAB19C4,1989-09-25,JPY,319988.02,Active,PRD-344
ACCT-9F8E0D12,CUST-F88FC0E5,1986-01-11,EUR,803322.35,Suspended,PRD-376
ACCT-B791603C,CUST-8911085B,2002-10-12,JPY,660588.44,Closed,PRD-651
ACCT-FE24E278,CUST-BD95E10F,1980-06-07,EUR,173807.93,Active,PRD-459
ACCT-EB2B1741,CUST-AD6EC4B8,1986-11-04,JPY,292664.73,Active,PRD-967
ACCT-5870BD3C,CUST-EC985C25,1985-02-27,EUR,642790.02,Suspended,PRD-781
ACCT-011DF626,CUST-99E95267,1981-06-06,JPY,759401.42,Closed,PRD-343
ACCT-46F78D01,CUST-8E00CEB5,2005-12-11,JPY,20078.53,Closed,PRD-595
ACCT-507EA517,CUST-C206BB0F,2000-05-24,USD,640259.88,Active,PRD-991
ACCT-C10F5273,CUST-96237D7A,1997-12-27,JPY,324512.44,Closed,PRD-524
ACCT-034758FF,CUST-7C0D2577,1986-05-14,USD,786290.47,Closed,PRD-293
ACCT-1E32AE94,CUST-676AAB22,1987-07-07,JPY,913021.03,Suspended,PRD-514
ACCT-14B72557,CUST-05F97FA5,1995-01-10,EUR,316895.72,Active,PRD-816
ACCT-EACE14C2,CUST-E83DF989,1989-12-12,GBP,963322.85,Suspended,PRD-543
ACCT-BF591D7F,CUST-9C0C9449,1983-09-10,EUR,692714.72,Closed,PRD-941
ACCT-B3F75956,CUST-B1D7084E,1984-07-30,JPY,717467.53,Suspended,PRD-990
ACCT-20EC1045,CUST-D8FD639C,1990-10-01,USD,967812.68,Suspended,PRD-365
ACCT-1F9CC53E,CUST-AFE66FC3,1983-03-29,JPY,318830.81,Active,PRD-795
ACCT-B1087999,CUST-EC985C25,1981-03-15,JPY,279387.46,Active,PRD-983
ACCT-8E8CED8B,CUST-7B61145A,1999-05-06,JPY,530002.87,Active,PRD-109
ACCT-2D770979,CUST-F88FC0E5,2004-12-04,JPY,402405.48,Active,PRD-509
ACCT-22FEFA35,CUST-EFEA5D9A,1990-03-10,EUR,55296.72,Suspended,PRD-633
ACCT-97ABA090,CUST-114FE1FA,1992-05-13,JPY,64108.04,Closed,PRD-228
ACCT-4EA10333,CUST-1293224A,2003-07-29,USD,809417.13,Suspended,PRD-527
ACCT-E8BF4A8E,CUST-A95C5078,1982-08-08,USD,660845.62,Active,PRD-264
ACCT-7F59948B,CUST-0E2B23DE,2002-06-15,EUR,637832.27,Suspended,PRD-465
ACCT-4CAA4869,CUST-0957F88A,1990-08-09,JPY,496260.44,Closed,PRD-740
ACCT-9FF2C29E,CUST-56C7EA53,1991-07-21,USD,135995.37,Closed,PRD-990
ACCT-815D9863,CUST-36E6E5E1,1993-12-09,USD,371288.37,Closed,PRD-589
ACCT-96BF3CDE,CUST-CAF7495E,1982-10-12,USD,361797.09,Suspended,PRD-140
ACCT-7D8AD279,CUST-EBAAE928,2001-10-13,GBP,927949.41,Closed,PRD-849
ACCT-A2D77F0F,CUST-D57AB195,1991-08-16,GBP,366442.92,Closed,PRD-520
ACCT-349DBA6C,CUST-C334B9EA,1998-07-16,EUR,150724.39,Active,PRD-445
ACCT-ADE8528D,CUST-1E2ED3BF,1993-02-01,USD,429507.53,Suspended,PRD-279
ACCT-95160766,CUST-93527186,1984-05-26,GBP,671035.84,Suspended,PRD-357
ACCT-73B908B9,CUST-60B16B1E,1981-01-07,JPY,33492.53,Suspended,PRD-212
ACCT-A1633B1E,CUST-38D83730,1985-08-11,USD,499559.37,Suspended,PRD-543
ACCT-104BCD7B,CUST-CAF7495E,1980-10-30,USD,356150.03,Active,PRD-433
ACCT-D49FF29B,CUST-2CD095FE,1985-11-07,JPY,735203.19,Active,PRD-587
ACCT-53F0F09F,CUST-D0C4B81E,2003-09-20,USD,924437.86,Suspended,PRD-810
ACCT-55119729,CUST-6E0A1345,2005-07-18,EUR,685104.78,Suspended,PRD-103
ACCT-44A58174,CUST-DA8D045C,1991-11-26,EUR,687479.0,Active,PRD-149
ACCT-116864F9,CUST-E7B43061,2005-07-19,JPY,467984.14,Active,PRD-767
ACCT-5B50C6DF,CUST-0F2D8440,2004-11-18,USD,546482.48,Closed,PRD-271
ACCT-E171C3C0,CUST-93527186,2003-02-07,GBP,725667.16,Suspended,PRD-664
ACCT-45371D88,CUST-CD08242D,1980-07-05,USD,321548.56,Suspended,PRD-481
ACCT-3C9AC779,CUST-FF5566F2,1986-04-30,GBP,214263.18,Closed,PRD-881
ACCT-52A37A8A,CUST-CAF7495E,2000-02-06,USD,220620.75,Suspended,PRD-876
ACCT-4B4EF786,CUST-840E5861,2001-04-10,JPY,853044.15,Active,PRD-832
ACCT-59D4C61F,CUST-36E6E5E1,1989-07-02,USD,844767.41,Closed,PRD-921
ACCT-CAB2BCE6,CUST-FCE4A59C,1982-01-03,EUR,194745.16,Suspended,PRD-434
ACCT-8A596925,CUST-1A582E3A,1982-03-19,JPY,678328.41,Active,PRD-982
ACCT-C6F8817A,CUST-FCE4A59C,1992-10-15,USD,942445.34,Closed,PRD-396
ACCT-A22012D7,CUST-7E910E02,2002-01-25,EUR,124816.58,Active,PRD-709
ACCT-72C3041C,CUST-3B929417,1980-12-20,JPY,990871.67,Suspended,PRD-271
ACCT-704C22E1,CUST-A12FF042,1997-12-18,GBP,137505.38,Closed,PRD-887
ACCT-2D0DE2C2,CUST-3D12DE0A,2005-04-10,JPY,293792.11,Suspended,PRD-202
ACCT-1AEFFEEA,CUST-2BD569C1,1981-04-19,EUR,381161.56,Suspended,PRD-878
ACCT-4E2C3899,CUST-8B6C3E07,1984-11-08,JPY,709354.76,Suspended,PRD-553
ACCT-3F30634E,CUST-CF8C3C67,1993-07-08,GBP,18189.28,Suspended,PRD-174
ACCT-20E6075B,CUST-38D83730,1982-01-20,JPY,443071.29,Active,PRD-706
ACCT-8239F05A,CUST-5C4CA0CE,1989-09-27,JPY,604770.96,Active,PRD-752
ACCT-1628A92B,CUST-114FE1FA,2003-03-27,USD,854554.39,Active,PRD-254
ACCT-1C60A149,CUST-0F3DE82E,2005-08-24,JPY,302338.45,Suspended,PRD-123
ACCT-CCBB1FF6,CUST-25DC05D2,1988-01-01,GBP,70226.34,Suspended,PRD-831
ACCT-3D843C63,CUST-FC42E7B9,2004-02-11,EUR,244517.8,Closed,PRD-735
ACCT-CD6F63CB,CUST-EBAAE928,1993-10-15,EUR,700271.0,Suspended,PRD-635
ACCT-9D9BB3D4,CUST-646C2364,1995-06-08,EUR,879552.67,Suspended,PRD-135
ACCT-61A82D49,CUST-4816740E,1989-04-06,EUR,604886.87,Active,PRD-820
ACCT-A0FE3FFC,CUST-11CAFCF6,1996-06-08,USD,501588.9,Active,PRD-797
ACCT-7A7B4F20,CUST-584EBB1B,1992-10-27,GBP,253499.21,Active,PRD-838
ACCT-44CF8922,CUST-AD986FE7,1998-07-26,JPY,902404.09,Closed,PRD-715
ACCT-A8BD1C27,CUST-A841751A,1981-06-26,JPY,850608.18,Active,PRD-943
ACCT-E7EDB6AF,CUST-2B16C3D5,1997-08-12,GBP,223852.33,Active,PRD-130
ACCT-1B1585EC,CUST-1DC4983A,1984-09-02,USD,94813.22,Closed,PRD-433
ACCT-4F58811C,CUST-69967A65,1980-06-02,JPY,828775.86,Active,PRD-884
ACCT-D26706B5,CUST-19D9B7F1,1985-12-23,JPY,798214.65,Closed,PRD-534
ACCT-36115927,CUST-FF4E802D,1988-02-12,GBP,199155.7,Suspended,PRD-833
ACCT-2C84B829,CUST-AB8B9D62,1990-05-05,GBP,15334.21,Closed,PRD-925
ACCT-D53FC1B3,CUST-EE7991EA,1990-04-27,USD,865402.27,Closed,PRD-580
ACCT-F5C575F9,CUST-4816740E,1994-04-18,JPY,748153.25,Suspended,PRD-868
ACCT-D3101A38,CUST-7B847C91,2001-02-24,USD,631674.01,Closed,PRD-821
ACCT-A103826F,CUST-23009A01,1991-10-01,EUR,609403.98,Active,PRD-174
ACCT-BB53551E,CUST-1B267DE6,1985-03-22,JPY,958333.02,Closed,PRD-466
ACCT-CE6FD28C,CUST-BBAB19C4,1980-08-22,EUR,103752.93,Suspended,PRD-707
ACCT-E8FF82FE,CUST-36E6E5E1,1980-04-06,EUR,689942.85,Active,PRD-886
ACCT-1BA010B8,CUST-2B16C3D5,1981-07-31,EUR,256504.46,Active,PRD-242
ACCT-7C9966D7,CUST-D833A278,2004-07-30,GBP,784727.03,Closed,PRD-612
ACCT-BA75F92D,CUST-832E5AD1,1984-11-07,GBP,974085.51,Closed,PRD-368
ACCT-E4F9E531,CUST-CE50925A,1991-08-27,JPY,193382.94,Suspended,PRD-274
ACCT-8ACE5944,CUST-0B3241C3,1988-07-07,USD,176345.58,Suspended,PRD-213
ACCT-084919F9,CUST-168FE245,1998-12-14,JPY,151600.24,Suspended,PRD-784
ACCT-B21EA6BA,CUST-1E0D8D32,1994-12-14,USD,889607.48,Suspended,PRD-951
ACCT-FA67CD18,CUST-25DC05D2,1993-06-24,JPY,180196.1,Active,PRD-968
ACCT-127C09DC,CUST-AFE66FC3,1985-08-22,JPY,490578.61,Suspended,PRD-240
ACCT-1BBF2161,CUST-D0C4B81E,1988-01-01,JPY,557962.77,Closed,PRD-497
ACCT-624D239D,CUST-405C3764,1988-09-10,EUR,758420.12,Closed,PRD-317
ACCT-9C294C27,CUST-1293224A,2001-09-26,JPY,160108.12,Suspended,PRD-339
ACCT-5ECBD314,CUST-A70DCD35,1988-07-21,EUR,515928.11,Closed,PRD-633
ACCT-1BEA508A,CUST-911385F8,1989-05-30,JPY,475898.35,Closed,PRD-347
ACCT-0F5B5CB2,CUST-EE7991EA,1988-06-10,EUR,175264.01,Closed,PRD-289
ACCT-3933C99D,CUST-832E5AD1,1991-04-05,EUR,825235.1,Suspended,PRD-381
ACCT-B0C74742,CUST-EC985C25,1988-07-04,GBP,171399.75,Active,PRD-248
ACCT-E1FDA749,CUST-A841751A,1989-01-23,USD,811904.0,Suspended,PRD-594
ACCT-EA20E6B8,CUST-95984C5F,1981-06-15,USD,105513.53,Active,PRD-244
ACCT-5428C6B4,CUST-D8FD639C,2001-04-27,EUR,570312.94,Suspended,PRD-160
ACCT-E3716164,CUST-1EB5C852,1987-07-18,EUR,51503.61,Active,PRD-903
ACCT-4BE5A5AF,CUST-F1DBE8CD,1982-03-18,EUR,419506.6,Closed,PRD-437
ACCT-E4128CA7,CUST-0B3241C3,1998-10-04,JPY,253630.86,Suspended,PRD-183
ACCT-22BBAFEF,CUST-25C0AB42,2005-07-26,EUR,681684.33,Active,PRD-876
ACCT-EB914AE7,CUST-C334B9EA,1998-09-10,JPY,628438.07,Closed,PRD-481
ACCT-EA7D87F3,CUST-D2306FCC,1989-10-16,EUR,271703.56,Active,PRD-451
ACCT-620F9574,CUST-67A463A3,1999-07-17,GBP,802373.97,Active,PRD-156
ACCT-848C8CF2,CUST-009959F8,1981-11-25,GBP,739334.21,Suspended,PRD-283
ACCT-2687822F,CUST-1B672740,1982-05-03,EUR,684236.49,Suspended,PRD-395
ACCT-AA949301,CUST-4BA8A759,2003-02-06,EUR,844513.56,Suspended,PRD-480
ACCT-41718C02,CUST-3C2816C1,1980-02-29,GBP,448081.52,Closed,PRD-407
ACCT-439B742D,CUST-E4E28ABD,2000-12-26,GBP,256980.31,Suspended,PRD-753
ACCT-07C908BD,CUST-7E910E02,1987-02-22,USD,433817.48,Suspended,PRD-946
